	txt	labels
17845	and therefore every care must be taken that our auxiliaries, being	0
12682	such speculations are apt to be unsettling, because they seem to show	0
23175	of luxury and idleness both of body and mind; they do nothing, and are	0
6385	attempts to determine the chronological order of the platonic writings	0
9387	plato would have us consider how easily the best natures are overpowered	0
10921	book ix. last of all comes the tyrannical man, about whom we have to	0
10817	fourth. (greek) is a 'proportion' of numbers as of musical notes,	0
5205	she doesn't expect the dursleys to turn up, does she?  he asked ron blankly.	1
263	what happened? said harry.  what's the matter?	1
1068	mr. diggory looked as though he didn't think much of this suggestion at all, but it was clear to harry that mr. crouch was such an important member of the ministry that he did not dare refuse him.	1
15004	has made slaves of them, then, instead of these names of reproach, he is	0
13327	measure worth having--the only one which would produce any certain or	0
2016	and then dumbledore called out from the back row where he stood with the other teachers - aha!  unless i am very much mistaken, the delegation from beauxbatons approaches!	1
10374	immersed in calculation, the other absorbed in the admiration of	0
5036	you are further accused, bellowed mr. crouch, of using the cruciatus curse on frank longbottom's wife, when he would not give you information.  you planned to restore he-who-must-not-be-named to power, and to resume the lives of violence you presumably led while he was strong. i now ask the jury -	1
8935	and greatest wave come rolling in, and we hear the roar of them. all	0
6391	philosopher has attempted to unite in a single whole, perhaps without	0
4050	so harry, thinking that he would soon have had enough of the library to last him a lifetime, buried himself once more among the dusty volumes, looking for any spell that might enable a human to survive without oxygen.  however, though he, ron, and hermione searched through their lunchtimes, evenings, and whole weekends - though harry asked professor mcgonagall for a note of permission to use the restricted section, and even asked the irritable, vulture-like librarian.  madam pince, for help - they found nothing whatsoever that would enable harry to spend an hour underwater and live to tell the tale.	1
7954	as follows:--true art is not fanciful and imitative, but simple and	0
13946	seen their fashions and laws as i did which lived there five years and	0
7707	metre to the style; and that the simplicity and harmony of the soul	0
3943	pajama party, is it?  he growled up the stairs.	1
7135	promise of a glorious life. appearance is master of truth and lord of	0
3513	what? said harry, who was now watching cho and cedric.	1
2035	he should be here any moment, said dumbledore.  would you like to wait here and greet him or would you prefer to step inside and warm up a trifle?	1
24813	things because he lightly touches on a small part of them, and that part	0
23961	also they are utterly unjust, if we were right in our notion of justice?	0
11870	that what plato would have called the charms of poetry have been partly	0
13323	heads of a hydra; they multiply when they are cut off. the true remedy	0
211	he stopped there to enjoy the effect of these words.  he could almost see the cogs working under uncle vernon's thick, dark, neatly parted hair.  if he tried to stop harry writing to sirius, sirius would think harry was being mistreated.  if he told harry he couldn't go to the quidditch world cup, harry would write and tell sirius, who would know harry was being mistreated.  there was only one thing for uncle vernon to do.  harry could see the conclusion forming in his uncle's mind as though the great mustached face were transparent.  harry tried not to smile, to keep his own face as blank as possible. and then -	1
11043	proclamation; need we hire a herald, or shall i proclaim the result?	0
19899	the first place, that he is of the golden race?	0
18031	barbarians, though many that appear to be as great and many times	0
4079	yeah, you could've turned into a goldfish any time you wanted!  said ron.	1
13897	written by him at the age of about 34 or 35, and is full of the generous	0
1748	everyone was laughing - everyone except moody.	1
643	everyone, mr. weasley continued, this is ludo bagman, you know who he is, it's thanks to him we've got such good tickets -	1
2646	but this was a downright lie.  harry liked hermione very much, but she just wasn't the same as ron.  there was much hess laughter and a lot more hanging around in the library when hermione was your best friend.  harry still hadn't mastered summoning charms, he seemed to have developed something of a block about them, and hermione insisted that learning the theory would help.  they consequently spent a lot of time poring over books during their lunchtimes.	1
